	read	size	intended_classize	observed_classize
650	70.81999969482422	56.0	28.0	25.0
651	71.41000366210938	56.0	28.0	28.0
652	75.8499984741211	56.0	28.0	28.0
653	57.45000076293945	56.0	28.0	26.0
654	63.040000915527344	56.0	28.0	21.0
655	70.58999633789062	56.0	28.0	28.0
656	73.1500015258789	56.0	28.0	28.0
657	74.5	56.0	28.0	29.0
658	74.33000183105469	56.0	28.0	25.0
659	37.810001373291016	56.0	28.0	29.0
660	56.54999923706055	56.0	28.0	24.0
661	78.24666595458984	56.0	28.0	25.0
662	77.04000091552734	56.0	28.0	24.0
663	70.36000061035156	56.0	28.0	31.0
664	74.73999786376953	56.0	28.0	29.0
665	69.26000213623047	56.0	28.0	28.0
666	70.5199966430664	56.0	28.0	23.0
667	74.5999984741211	56.0	28.0	28.0
668	77.04499816894531	56.0	28.0	23.0
669	73.2300033569336	56.0	28.0	27.0
670	64.25	56.0	28.0	20.0
671	80.37999725341797	57.0	28.5	26.0
672	68.80000305175781	57.0	28.5	28.0
673	66.36000061035156	57.0	28.5	25.0
674	59.869998931884766	57.0	28.5	24.0
675	73.86000061035156	57.0	28.5	29.0
676	66.45999908447266	57.0	28.5	29.0
677	75.4800033569336	57.0	28.5	29.0
678	74.29000091552734	57.0	28.5	29.0
679	76.52999877929688	57.0	28.5	30.0
680	68.83000183105469	57.0	28.5	21.0
681	75.95999908447266	57.0	28.5	31.0
682	63.56999969482422	57.0	28.5	9.0
683	69.4800033569336	57.0	28.5	29.0
684	74.7300033569336	57.0	28.5	28.0
685	73.0875015258789	57.0	28.5	27.0
686	80.39866638183594	57.0	28.5	31.0
687	79.54000091552734	57.0	28.5	26.0
688	75.30000305175781	57.0	28.5	31.0
689	72.41000366210938	57.0	28.5	28.0
690	64.69999694824219	57.0	28.5	26.0
691	86.68000030517578	58.0	29.0	32.0
692	80.0999984741211	58.0	29.0	29.0
693	69.47000122070312	58.0	29.0	20.0
694	67.70999908447266	58.0	29.0	28.0
695	78.04000091552734	58.0	29.0	19.0
696	72.63999938964844	58.0	29.0	30.0
697	82.54000091552734	58.0	29.0	21.0
698	67.94999694824219	58.0	29.0	29.0
699	81.79000091552734	58.0	29.0	24.0
700	76.87999725341797	58.0	29.0	26.0
701	70.8499984741211	58.0	29.0	29.0
702	70.9000015258789	58.0	29.0	22.0
703	84.06999969482422	58.0	29.0	30.0
704	78.56999969482422	58.0	29.0	28.0
705	81.27999877929688	58.0	29.0	24.0
706	86.4117660522461	58.0	29.0	29.0
707	71.9000015258789	58.0	29.0	32.0
708	86.61000061035156	58.0	29.0	26.0
709	64.17391204833984	59.0	29.5	24.0
710	67.58000183105469	59.0	29.5	29.0
711	79.80000305175781	59.0	29.5	31.0
712	79.5199966430664	59.0	29.5	29.0
713	79.0	59.0	29.5	21.0
714	67.91000366210938	59.0	29.5	24.0
715	69.04000091552734	59.0	29.5	29.0
716	72.19999694824219	59.0	29.5	25.0
717	84.8787841796875	59.0	29.5	32.0
718	67.76000213623047	59.0	29.5	29.0
719	84.52381134033203	59.0	29.5	38.0
720	72.83000183105469	59.0	29.5	30.0
721	69.54862213134766	59.0	29.5	29.0
722	64.97000122070312	59.0	29.5	30.0
723	64.2427978515625	59.0	29.5	26.0
724	69.69999694824219	59.0	29.5	30.0
725	76.33000183105469	59.0	29.5	28.0
726	59.31999969482422	59.0	29.5	29.0
727	78.36000061035156	59.0	29.5	35.0
728	77.75	59.0	29.5	30.0
729	82.7699966430664	59.0	29.5	30.0
730	58.23680114746094	59.0	29.5	30.0
731	66.45999908447266	59.0	29.5	29.0
732	72.4000015258789	59.0	29.5	26.0
733	73.0	59.0	29.5	30.0
734	77.80000305175781	59.0	29.5	23.0
735	85.16000366210938	59.0	29.5	27.0
736	70.88999938964844	59.0	29.5	34.0
737	64.66999816894531	60.0	30.0	27.0
738	82.61000061035156	60.0	30.0	23.0
739	82.70999908447266	60.0	30.0	30.0
740	72.80000305175781	60.0	30.0	30.0
741	71.43000030517578	60.0	30.0	34.0
742	80.83999633789062	60.0	30.0	30.0
743	72.25	60.0	30.0	33.0
744	82.93000030517578	60.0	30.0	32.0
745	72.0	60.0	30.0	24.0
746	75.45999908447266	60.0	30.0	30.0
747	64.18000030517578	60.0	30.0	30.0
748	83.26000213623047	60.0	30.0	30.0
749	64.94999694824219	60.0	30.0	29.0
750	79.19999694824219	60.0	30.0	30.0
751	79.6500015258789	60.0	30.0	23.0
752	83.04000091552734	60.0	30.0	24.0
753	78.82071685791016	60.0	30.0	30.0
754	56.65241241455078	60.0	30.0	30.0
755	84.93000030517578	60.0	30.0	30.0
756	69.94999694824219	60.0	30.0	27.0
757	84.6500015258789	60.0	30.0	28.0
758	75.37999725341797	60.0	30.0	32.0
759	80.37000274658203	60.0	30.0	30.0
760	70.66999816894531	60.0	30.0	25.0
761	81.9000015258789	60.0	30.0	30.0
762	71.7300033569336	61.0	30.5	30.0
763	69.55000305175781	61.0	30.5	25.0
764	65.20999908447266	61.0	30.5	31.0
765	60.939998626708984	61.0	30.5	31.0
766	67.91000366210938	61.0	30.5	33.0
767	66.41000366210938	61.0	30.5	28.0
768	81.44000244140625	61.0	30.5	31.0
769	74.77999877929688	61.0	30.5	28.0
770	71.45999908447266	61.0	30.5	30.0
771	77.33999633789062	61.0	30.5	32.0
772	78.08000183105469	61.0	30.5	32.0
773	69.0	61.0	30.5	30.0
774	77.02999877929688	61.0	30.5	31.0
775	80.76000213623047	61.0	30.5	29.0
776	57.93000030517578	61.0	30.5	30.0
777	68.16999816894531	61.0	30.5	31.0
778	70.04000091552734	61.0	30.5	30.0
779	79.55000305175781	61.0	30.5	30.0
780	75.44999694824219	61.0	30.5	33.0
781	76.08000183105469	61.0	30.5	29.0
782	69.55999755859375	61.0	30.5	23.0
783	91.56999969482422	61.0	30.5	30.0
784	70.46499633789062	62.0	31.0	32.0
785	70.44000244140625	62.0	31.0	31.0
786	83.1500015258789	62.0	31.0	22.0
787	82.5	62.0	31.0	25.0
788	64.33000183105469	62.0	31.0	32.0
789	65.9000015258789	62.0	31.0	31.0
790	77.0	62.0	31.0	32.0
791	82.16000366210938	62.0	31.0	32.0
792	61.630001068115234	62.0	31.0	25.0
793	76.70999908447266	62.0	31.0	29.0
794	78.86000061035156	62.0	31.0	22.0
795	83.80999755859375	62.0	31.0	30.0
796	57.2599983215332	62.0	31.0	34.0
797	68.30999755859375	62.0	31.0	32.0
798	79.18000030517578	62.0	31.0	29.0
799	82.76647186279297	62.0	31.0	33.0
800	65.79000091552734	62.0	31.0	33.0
801	72.66000366210938	62.0	31.0	31.0
802	66.41999816894531	62.0	31.0	29.0
803	61.220001220703125	62.0	31.0	32.0
804	70.5199966430664	62.0	31.0	32.0
805	74.16000366210938	62.0	31.0	31.0
806	71.15741729736328	62.0	31.0	35.0
807	65.06999969482422	62.0	31.0	31.0
808	79.64181518554688	62.0	31.0	24.0
809	77.69103240966797	62.0	31.0	29.0
810	57.33000183105469	62.0	31.0	31.0
811	61.0	62.0	31.0	22.0
812	81.72000122070312	63.0	31.5	31.0
813	74.93000030517578	63.0	31.5	29.0
814	73.6500015258789	63.0	31.5	30.0
815	78.80000305175781	63.0	31.5	31.0
816	76.16999816894531	63.0	31.5	31.0
817	70.45999908447266	63.0	31.5	28.0
818	77.5199966430664	63.0	31.5	34.0
819	75.9000015258789	63.0	31.5	32.0
820	78.91999816894531	63.0	31.5	32.0
821	82.06999969482422	63.0	31.5	32.0
822	78.02999877929688	63.0	31.5	31.0
823	77.56999969482422	63.0	31.5	32.0
824	61.33000183105469	63.0	31.5	30.0
825	71.8499984741211	63.0	31.5	27.0
826	60.726898193359375	63.0	31.5	33.0
827	73.44999694824219	63.0	31.5	33.0
828	63.06999969482422	64.0	32.0	29.0
829	68.54000091552734	64.0	32.0	35.0
830	65.43000030517578	64.0	32.0	30.0
831	83.83999633789062	64.0	32.0	33.0
832	72.79000091552734	64.0	32.0	32.0
833	71.95999908447266	64.0	32.0	32.0
834	68.52631378173828	64.0	32.0	26.0
835	81.91000366210938	64.0	32.0	31.0
836	82.79000091552734	64.0	32.0	33.0
837	80.33999633789062	64.0	32.0	31.0
838	67.63999938964844	64.0	32.0	34.0
839	79.19999694824219	64.0	32.0	26.0
840	55.970001220703125	64.0	32.0	34.0
841	62.150001525878906	64.0	32.0	31.0
842	60.11000061035156	64.0	32.0	26.0
843	61.56999969482422	64.0	32.0	12.0
844	80.06896209716797	65.0	32.5	32.0
845	70.83000183105469	65.0	32.5	33.0
846	75.31999969482422	65.0	32.5	31.0
847	65.80999755859375	65.0	32.5	35.0
848	86.25	65.0	32.5	32.0
849	74.62999725341797	65.0	32.5	33.0
850	79.19000244140625	65.0	32.5	35.0
851	84.91000366210938	65.0	32.5	33.0
852	64.12000274658203	65.0	32.5	33.0
853	71.92308044433594	65.0	32.5	27.0
854	72.08000183105469	65.0	32.5	27.0
855	78.0	65.0	32.5	33.0
856	75.52999877929688	65.0	32.5	32.0
857	79.48275756835938	65.0	32.5	32.0
858	84.0	65.0	32.5	34.0
859	56.13999938964844	65.0	32.5	30.0
860	84.1500015258789	65.0	32.5	33.0
861	80.5	65.0	32.5	33.0
862	85.52999877929688	65.0	32.5	32.0
863	56.209999084472656	65.0	32.5	30.0
864	85.3819351196289	66.0	33.0	33.0
865	77.94000244140625	66.0	33.0	33.0
866	89.33999633789062	66.0	33.0	34.0
867	72.30999755859375	66.0	33.0	32.0
868	79.8499984741211	66.0	33.0	34.0
869	75.86483001708984	66.0	33.0	34.0
870	80.39130401611328	66.0	33.0	28.0
871	76.8499984741211	66.0	33.0	32.0
872	62.380001068115234	66.0	33.0	33.0
873	81.9956283569336	66.0	33.0	33.0
874	73.91000366210938	66.0	33.0	34.0
875	67.45999908447266	66.0	33.0	28.0
876	62.65999984741211	66.0	33.0	27.0
877	77.2699966430664	66.0	33.0	33.0
878	84.62999725341797	66.0	33.0	33.0
879	63.77000045776367	66.0	33.0	33.0
880	83.93000030517578	66.0	33.0	31.0
881	88.06999969482422	66.0	33.0	32.0
882	75.44000244140625	66.0	33.0	33.0
883	81.37000274658203	66.0	33.0	31.0
884	65.83000183105469	66.0	33.0	33.0
885	71.62000274658203	66.0	33.0	33.0
886	78.55999755859375	66.0	33.0	32.0
887	85.4000015258789	66.0	33.0	28.0
888	86.08999633789062	67.0	33.5	24.0
889	71.18000030517578	67.0	33.5	24.0
890	85.19000244140625	67.0	33.5	43.0
891	77.80000305175781	67.0	33.5	32.0
892	60.209999084472656	67.0	33.5	33.0
893	74.02999877929688	67.0	33.5	34.0
894	79.19000244140625	67.0	33.5	32.0
895	76.93000030517578	67.0	33.5	33.0
896	72.87066650390625	67.0	33.5	20.0
897	77.58999633789062	67.0	33.5	23.0
898	67.80000305175781	67.0	33.5	35.0
899	76.94000244140625	67.0	33.5	35.0
900	65.06999969482422	67.0	33.5	34.0
901	74.91999816894531	68.0	34.0	34.0
902	82.0	68.0	34.0	29.0
903	77.45999908447266	68.0	34.0	25.0
904	68.12999725341797	68.0	34.0	34.0
905	62.22838592529297	68.0	34.0	35.0
906	73.22000122070312	68.0	34.0	34.0
907	59.810001373291016	68.0	34.0	36.0
908	64.2300033569336	68.0	34.0	33.0
909	78.38999938964844	68.0	34.0	28.0
910	77.5	68.0	34.0	31.0
911	71.9000015258789	68.0	34.0	35.0
912	69.55000305175781	68.0	34.0	34.0
913	79.52999877929688	68.0	34.0	34.0
914	77.41999816894531	68.0	34.0	29.0
915	79.9000015258789	68.0	34.0	30.0
916	72.83999633789062	68.0	34.0	34.0
917	85.97000122070312	68.0	34.0	34.0
918	74.0999984741211	68.0	34.0	34.0
919	88.02999877929688	68.0	34.0	34.0
920	63.77000045776367	68.0	34.0	35.0
921	61.56999969482422	69.0	34.5	36.0
922	86.4800033569336	69.0	34.5	35.0
923	78.63999938964844	69.0	34.5	29.0
924	81.79000091552734	69.0	34.5	24.0
925	70.13818359375	69.0	34.5	34.0
926	83.25	69.0	34.5	28.0
927	74.33999633789062	69.0	34.5	34.0
928	71.43000030517578	69.0	34.5	35.0
929	74.58000183105469	69.0	34.5	32.0
930	83.30999755859375	69.0	34.5	35.0
931	62.380001068115234	69.0	34.5	35.0
932	82.73999786376953	69.0	34.5	32.0
933	77.37000274658203	69.0	34.5	33.0
934	73.5199966430664	69.0	34.5	26.0
935	73.2300033569336	69.0	34.5	26.0
936	73.7300033569336	69.0	34.5	35.0
937	82.00312805175781	69.0	34.5	35.0
938	78.70999908447266	69.0	34.5	37.0
939	80.79000091552734	69.0	34.5	29.0
940	82.41999816894531	69.0	34.5	34.0
941	69.80999755859375	69.0	34.5	35.0
942	73.94000244140625	69.0	34.5	36.0
943	76.7300033569336	69.0	34.5	29.0
944	84.69000244140625	69.0	34.5	34.0
945	82.87999725341797	70.0	35.0	35.0
946	80.73999786376953	70.0	35.0	35.0
947	77.87999725341797	70.0	35.0	34.0
948	76.61000061035156	70.0	35.0	34.0
949	73.0	70.0	35.0	27.0
950	77.5199966430664	70.0	35.0	26.0
951	72.81999969482422	70.0	35.0	34.0
952	69.19999694824219	70.0	35.0	27.0
953	74.38558959960938	70.0	35.0	36.0
954	76.23999786376953	70.0	35.0	36.0
955	76.18000030517578	70.0	35.0	28.0
956	77.36000061035156	70.0	35.0	38.0
957	77.2300033569336	70.0	35.0	25.0
958	66.81999969482422	70.0	35.0	37.0
959	69.79000091552734	70.0	35.0	35.0
960	74.43000030517578	70.0	35.0	31.0
961	76.0	70.0	35.0	36.0
962	76.63999938964844	70.0	35.0	35.0
963	73.8499984741211	70.0	35.0	34.0
964	69.95999908447266	70.0	35.0	28.0
965	81.52999877929688	70.0	35.0	32.0
966	78.94999694824219	70.0	35.0	30.0
967	81.26000213623047	70.0	35.0	35.0
968	77.2699966430664	70.0	35.0	29.0
969	65.19000244140625	70.0	35.0	34.0
970	77.73999786376953	70.0	35.0	35.0
971	70.03064727783203	70.0	35.0	36.0
972	61.5	71.0	35.5	34.0
973	73.5	71.0	35.5	27.0
974	72.61000061035156	71.0	35.5	36.0
975	74.20999908447266	71.0	35.5	31.0
976	80.7699966430664	71.0	35.5	36.0
977	85.26000213623047	71.0	35.5	34.0
978	67.81999969482422	71.0	35.5	36.0
979	77.13999938964844	71.0	35.5	29.0
980	79.6500015258789	71.0	35.5	35.0
981	85.91000366210938	71.0	35.5	37.0
982	87.55000305175781	71.0	35.5	33.0
983	76.55000305175781	71.0	35.5	35.0
984	67.62999725341797	71.0	35.5	22.0
985	69.30999755859375	71.0	35.5	36.0
986	72.11000061035156	71.0	35.5	35.0
987	83.25	71.0	35.5	39.0
988	71.33000183105469	71.0	35.5	32.0
989	69.95999908447266	71.0	35.5	28.0
990	79.68000030517578	71.0	35.5	35.0
991	86.26000213623047	71.0	35.5	38.0
992	76.5	71.0	35.5	26.0
993	76.77999877929688	71.0	35.5	34.0
994	72.12000274658203	72.0	36.0	36.0
995	65.04000091552734	72.0	36.0	12.0
996	76.5	72.0	36.0	36.0
997	68.54000091552734	72.0	36.0	29.0
998	72.05000305175781	72.0	36.0	38.0
999	62.2400016784668	72.0	36.0	28.0
1000	66.7699966430664	72.0	36.0	31.0
1001	72.12999725341797	72.0	36.0	36.0
1002	83.26000213623047	72.0	36.0	28.0
1003	57.40999984741211	72.0	36.0	32.0
1004	69.45999908447266	72.0	36.0	36.0
1005	77.19000244140625	72.0	36.0	35.0
1006	67.6500015258789	72.0	36.0	32.0
1007	55.84000015258789	72.0	36.0	30.0
1008	69.27100372314453	72.0	36.0	30.0
1009	60.38999938964844	72.0	36.0	30.0
1010	71.51407623291016	72.0	36.0	30.0
1011	79.5	72.0	36.0	36.0
1012	77.20999908447266	72.0	36.0	36.0
1013	67.69000244140625	72.0	36.0	36.0
1014	74.41034698486328	73.0	36.5	36.0
1015	67.80000305175781	73.0	36.5	26.0
1016	67.41999816894531	73.0	36.5	39.0
1017	77.08000183105469	73.0	36.5	37.0
1018	73.94000244140625	73.0	36.5	36.0
1019	66.89643096923828	73.0	36.5	28.0
1020	79.25	73.0	36.5	31.0
1021	72.72000122070312	73.0	36.5	31.0
1022	70.62000274658203	73.0	36.5	37.0
1023	62.189998626708984	73.0	36.5	23.0
1024	80.04000091552734	73.0	36.5	29.0
1025	80.87000274658203	73.0	36.5	42.0
1026	75.58000183105469	73.0	36.5	38.0
1027	73.66000366210938	73.0	36.5	37.0
1028	69.68000030517578	73.0	36.5	32.0
1029	70.62999725341797	73.0	36.5	33.0
1030	74.83000183105469	73.0	36.5	31.0
1031	78.0999984741211	73.0	36.5	32.0
1032	79.79000091552734	73.0	36.5	33.0
1033	69.43812561035156	73.0	36.5	36.0
1034	64.0	74.0	37.0	37.0
1035	63.119998931884766	74.0	37.0	31.0
1036	84.17130279541016	74.0	37.0	27.0
1037	82.02999877929688	74.0	37.0	38.0
1038	75.0	74.0	37.0	31.0
1039	81.30000305175781	74.0	37.0	37.0
1040	76.76000213623047	74.0	37.0	37.0
1041	75.6500015258789	74.0	37.0	36.0
1042	58.939998626708984	74.0	37.0	37.0
1043	75.16000366210938	74.0	37.0	37.0
1044	69.41999816894531	74.0	37.0	31.0
1045	69.8499984741211	74.0	37.0	41.0
1046	74.29000091552734	74.0	37.0	37.0
1047	70.25	74.0	37.0	32.0
1048	83.72000122070312	74.0	37.0	37.0
1049	77.08999633789062	74.0	37.0	37.0
1050	83.05999755859375	74.0	37.0	37.0
1051	68.41000366210938	74.0	37.0	37.0
1052	67.91000366210938	74.0	37.0	30.0
1053	63.68789291381836	74.0	37.0	28.0
1054	77.4800033569336	74.0	37.0	33.0
1055	74.62000274658203	74.0	37.0	37.0
1056	73.7300033569336	74.0	37.0	37.0
1057	88.93000030517578	75.0	37.5	35.0
1058	76.75	75.0	37.5	37.0
1059	68.19000244140625	75.0	37.5	27.0
1060	75.83000183105469	75.0	37.5	25.0
1061	72.12999725341797	75.0	37.5	36.0
1062	82.73999786376953	75.0	37.5	40.0
1063	70.2300033569336	75.0	37.5	24.0
1064	79.41999816894531	75.0	37.5	26.0
1065	64.4800033569336	75.0	37.5	25.0
1066	67.73999786376953	75.0	37.5	38.0
1067	74.97000122070312	75.0	37.5	39.0
1068	75.04000091552734	75.0	37.5	23.0
1069	74.8499984741211	76.0	38.0	38.0
1070	66.88370513916016	76.0	38.0	27.0
1071	68.1500015258789	76.0	38.0	27.0
1072	79.55999755859375	76.0	38.0	33.0
1073	77.37999725341797	76.0	38.0	37.0
1074	82.71047973632812	76.0	38.0	33.0
1075	76.62999725341797	76.0	38.0	24.0
1076	74.0540542602539	76.0	38.0	38.0
1077	69.62000274658203	76.0	38.0	26.0
1078	80.02999877929688	76.0	38.0	38.0
1079	80.54000091552734	76.0	38.0	39.0
1080	76.0	76.0	38.0	39.0
1081	77.1500015258789	76.0	38.0	39.0
1082	77.16999816894531	76.0	38.0	38.0
1083	75.14167022705078	76.0	38.0	38.0
1084	70.58000183105469	76.0	38.0	34.0
1085	74.26000213623047	76.0	38.0	39.0
1086	82.95999908447266	76.0	38.0	31.0
1087	72.77999877929688	76.0	38.0	38.0
1088	83.94999694824219	76.0	38.0	27.0
1089	81.08000183105469	76.0	38.0	31.0
1090	69.7300033569336	76.0	38.0	23.0
1091	69.91000366210938	76.0	38.0	25.0
1092	89.17857360839844	76.0	38.0	33.0
1093	82.66000366210938	76.0	38.0	31.0
1094	79.61000061035156	76.0	38.0	39.0
1095	74.31999969482422	77.0	38.5	33.0
1096	62.963462829589844	77.0	38.5	31.0
1097	70.37000274658203	77.0	38.5	39.0
1098	75.68000030517578	77.0	38.5	31.0
1099	72.4800033569336	77.0	38.5	26.0
1100	71.71128845214844	77.0	38.5	38.0
1101	72.8499984741211	77.0	38.5	31.0
1102	69.41000366210938	77.0	38.5	34.0
1103	74.37000274658203	77.0	38.5	32.0
1104	68.08999633789062	77.0	38.5	26.0
1105	67.77999877929688	78.0	39.0	29.0
1106	70.87000274658203	78.0	39.0	29.0
1107	83.23999786376953	78.0	39.0	40.0
1108	83.94999694824219	78.0	39.0	38.0
1109	70.19999694824219	78.0	39.0	34.0
1110	62.939998626708984	78.0	39.0	39.0
1111	72.77999877929688	78.0	39.0	39.0
1112	81.22000122070312	78.0	39.0	39.0
1113	63.209999084472656	78.0	39.0	39.0
1114	82.58999633789062	78.0	39.0	39.0
1115	81.34257507324219	78.0	39.0	39.0
1116	67.37999725341797	78.0	39.0	34.0
1117	81.1500015258789	78.0	39.0	32.0
1118	79.08999633789062	79.0	39.5	22.0
1119	68.88999938964844	79.0	39.5	40.0
1120	78.11000061035156	79.0	39.5	31.0
1121	68.91999816894531	79.0	39.5	28.0
1122	79.36000061035156	79.0	39.5	29.0
1123	76.25	79.0	39.5	29.0
1124	73.12999725341797	79.0	39.5	39.0
1125	85.00450134277344	79.0	39.5	40.0
1126	79.19999694824219	79.0	39.5	25.0
1127	82.37000274658203	79.0	39.5	35.0
1128	74.83999633789062	79.0	39.5	39.0
1129	86.18000030517578	79.0	39.5	40.0
1130	76.37000274658203	79.0	39.5	40.0
1131	80.88999938964844	79.0	39.5	39.0
1132	78.25	79.0	39.5	39.0
1133	82.44999694824219	79.0	39.5	40.0
1134	68.19000244140625	79.0	39.5	40.0
1135	82.88999938964844	79.0	39.5	20.0
1136	75.62000274658203	79.0	39.5	20.0
1137	75.16432189941406	79.0	39.5	40.0
1138	80.08000183105469	79.0	39.5	26.0
1139	80.04000091552734	79.0	39.5	25.0
1140	78.37999725341797	79.0	39.5	25.0
1141	77.08999633789062	79.0	39.5	39.0
1142	61.09000015258789	79.0	39.5	24.0
1143	78.41124725341797	79.0	39.5	39.0
1144	78.02999877929688	79.0	39.5	39.0
1145	74.32483673095703	79.0	39.5	32.0
1146	77.91304016113281	79.0	39.5	25.0
1147	79.05000305175781	79.0	39.5	35.0
1148	57.459999084472656	79.0	39.5	27.0
1149	76.42919158935547	80.0	40.0	40.0
1150	66.43000030517578	80.0	40.0	33.0
1151	76.41999816894531	80.0	40.0	39.0
1152	62.86000061035156	80.0	40.0	39.0
1153	71.52999877929688	80.0	40.0	35.0
1154	75.05000305175781	80.0	40.0	41.0
1155	63.7400016784668	80.0	40.0	40.0
1156	65.45999908447266	80.0	40.0	40.0
1157	84.20999908447266	80.0	40.0	22.0
1158	87.41000366210938	80.0	40.0	34.0
1159	65.0999984741211	80.0	40.0	41.0
1160	75.14700317382812	80.0	40.0	40.0
1161	85.63999938964844	80.0	40.0	25.0
1162	79.5	80.0	40.0	40.0
1163	77.41999816894531	80.0	40.0	40.0
1164	79.55000305175781	80.0	40.0	40.0
1165	77.68000030517578	80.0	40.0	30.0
1166	68.58529663085938	80.0	40.0	40.0
1167	84.58000183105469	80.0	40.0	26.0
1168	66.08000183105469	80.0	40.0	27.0
1169	81.83000183105469	80.0	40.0	40.0
1170	70.73999786376953	80.0	40.0	40.0
1171	78.07615661621094	80.0	40.0	40.0
1172	69.95999908447266	80.0	40.0	26.0
1173	88.58999633789062	80.0	40.0	37.0
1174	87.8499984741211	80.0	40.0	29.0
1175	81.5199966430664	80.0	40.0	28.0
1176	62.2599983215332	80.0	40.0	27.0
1177	64.68000030517578	80.0	40.0	36.0
1178	80.51351165771484	80.0	40.0	40.0
1179	63.68000030517578	80.0	40.0	32.0
1180	82.88999938964844	81.0	27.0	40.0
1181	70.69000244140625	81.0	27.0	40.0
1182	70.80000305175781	81.0	27.0	29.0
1183	78.88999938964844	81.0	27.0	41.0
1184	70.18000030517578	81.0	27.0	27.0
1185	65.93000030517578	81.0	27.0	29.0
1186	77.12999725341797	81.0	27.0	27.0
1187	69.95999908447266	81.0	27.0	27.0
1188	55.91999816894531	81.0	27.0	36.0
1189	69.2727279663086	81.0	27.0	30.0
1190	78.23999786376953	81.0	27.0	40.0
1191	72.1968002319336	81.0	27.0	27.0
1192	69.66000366210938	81.0	27.0	41.0
1193	66.4800033569336	81.0	27.0	26.0
1194	71.04000091552734	81.0	27.0	26.0
1195	75.91999816894531	81.0	27.0	28.0
1196	81.91999816894531	81.0	27.0	41.0
1197	68.6500015258789	81.0	27.0	26.0
1198	64.47000122070312	81.0	27.0	36.0
1199	79.41000366210938	82.0	27.33333396911621	32.0
1200	81.69999694824219	82.0	27.33333396911621	41.0
1201	83.58000183105469	82.0	27.33333396911621	26.0
1202	68.4800033569336	82.0	27.33333396911621	30.0
1203	78.02999877929688	82.0	27.33333396911621	36.0
1204	82.91651916503906	82.0	27.33333396911621	28.0
1205	85.2300033569336	82.0	27.33333396911621	41.0
1206	72.66999816894531	82.0	27.33333396911621	25.0
1207	85.0	82.0	27.33333396911621	29.0
1208	86.41999816894531	82.0	27.33333396911621	27.0
1209	72.31999969482422	82.0	27.33333396911621	29.0
1210	60.0	82.0	27.33333396911621	24.0
1211	76.31999969482422	82.0	27.33333396911621	26.0
1212	79.4800033569336	82.0	27.33333396911621	34.0
1213	83.41000366210938	82.0	27.33333396911621	28.0
1214	69.43000030517578	83.0	27.66666603088379	24.0
1215	75.68000030517578	83.0	27.66666603088379	29.0
1216	81.95999908447266	83.0	27.66666603088379	30.0
1217	81.5	83.0	27.66666603088379	32.0
1218	84.31999969482422	83.0	27.66666603088379	37.0
1219	81.58000183105469	83.0	27.66666603088379	28.0
1220	78.87999725341797	83.0	27.66666603088379	27.0
1221	76.54000091552734	83.0	27.66666603088379	34.0
1222	84.2699966430664	83.0	27.66666603088379	28.0
1223	89.7699966430664	83.0	27.66666603088379	38.0
1224	66.41000366210938	84.0	28.0	28.0
1225	77.18518829345703	84.0	28.0	29.0
1226	79.5	84.0	28.0	37.0
1227	93.80999755859375	84.0	28.0	26.0
1228	75.70999908447266	84.0	28.0	36.0
1229	82.5199966430664	84.0	28.0	30.0
1230	68.93000030517578	84.0	28.0	29.0
1231	75.99320220947266	84.0	28.0	26.0
1232	71.62000274658203	84.0	28.0	27.0
1233	75.19000244140625	84.0	28.0	36.0
1234	77.37000274658203	84.0	28.0	30.0
1235	69.5	84.0	28.0	28.0
1236	77.69999694824219	84.0	28.0	29.0
1237	73.41000366210938	84.0	28.0	37.0
1238	84.05999755859375	84.0	28.0	35.0
1239	81.19000244140625	84.0	28.0	28.0
1240	62.68000030517578	84.0	28.0	27.0
1241	74.23999786376953	84.0	28.0	25.0
1242	77.19000244140625	84.0	28.0	37.0
1243	68.88999938964844	84.0	28.0	30.0
1244	66.44758605957031	84.0	28.0	28.0
1245	71.04000091552734	85.0	28.33333396911621	26.0
1246	75.31999969482422	85.0	28.33333396911621	28.0
1247	81.45999908447266	85.0	28.33333396911621	30.0
1248	70.75	85.0	28.33333396911621	29.0
1249	73.41000366210938	85.0	28.33333396911621	29.0
1250	80.38999938964844	85.0	28.33333396911621	37.0
1251	81.7699966430664	85.0	28.33333396911621	28.0
1252	62.33000183105469	85.0	28.33333396911621	29.0
1253	81.2300033569336	85.0	28.33333396911621	26.0
1254	72.19000244140625	85.0	28.33333396911621	27.0
1255	60.619998931884766	85.0	28.33333396911621	37.0
1256	76.66999816894531	85.0	28.33333396911621	37.0
1257	83.55999755859375	85.0	28.33333396911621	28.0
1258	79.77999877929688	85.0	28.33333396911621	29.0
1259	87.0	85.0	28.33333396911621	29.0
1260	74.44827270507812	85.0	28.33333396911621	29.0
1261	86.91999816894531	85.0	28.33333396911621	28.0
1262	84.41000366210938	85.0	28.33333396911621	37.0
1263	58.72999954223633	85.0	28.33333396911621	36.0
1264	85.37000274658203	85.0	28.33333396911621	30.0
1265	83.66358947753906	85.0	28.33333396911621	39.0
1266	81.43000030517578	85.0	28.33333396911621	28.0
1267	80.94999694824219	85.0	28.33333396911621	25.0
1268	78.63999938964844	85.0	28.33333396911621	24.0
1269	69.62999725341797	86.0	28.66666603088379	40.0
1270	73.13999938964844	86.0	28.66666603088379	31.0
